#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
1.0,43200.0,1010000.0,Retribucions bàsiques personal de gabinet,,4.0,1.0,47117.27,0.0,47117.27,46872.56
1.0,43200.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,4.0,1.0,11038.08,0.0,11038.08,11200.92
1.0,43200.0,1207001.0,Retribucions bàsiques personal funcionari interí,,4.0,1.0,88015.17,-50000.0,38015.17,21537.78
1.0,43200.0,1210000.0,Complement destí personal funcionari de carrera,,4.0,1.0,6118.41,0.0,6118.41,6264.3
1.0,43200.0,1210001.0,Complement destí personal funcionari interí,,4.0,1.0,35753.2,0.0,35753.2,9052.25
1.0,43200.0,1210100.0,Complement específic personal funcionari de carrera,,4.0,1.0,6430.35,0.0,6430.35,6522.68
1.0,43200.0,1210101.0,Complement específic personal funcionari interí,,4.0,1.0,50598.06,-25000.0,25598.06,12643.73
1.0,43200.0,1210300.0,Altres complements personal funcionari de carrera,,4.0,1.0,734.3,0.0,734.3,745.68
1.0,43200.0,1210301.0,Altres complements personal funcionari interí,,4.0,1.0,3463.39,0.0,3463.39,1838.25
1.0,43200.0,1310000.0,Retribucions personal laboral temporal,,4.0,1.0,0.0,0.0,0.0,32582.99
1.0,43200.0,1310009.0,Laboral temporal,,4.0,1.0,0.0,0.0,0.0,683.88
1.0,43200.0,1500000.0,Productivitat personal funcionari de  carrera,,4.0,1.0,2077.2,0.0,2077.2,2077.2
1.0,43200.0,1500001.0,Productivitat personal funcionari interí,,4.0,1.0,16944.36,0.0,16944.36,3971.87
1.0,43200.0,1501001.0,Productivitat personal laboral temporal,,4.0,1.0,0.0,0.0,0.0,3571.63
1.0,43200.0,1600000.0,Seguretat social,,4.0,1.0,84108.85,-25000.0,59108.85,50649.11
1.0,43200.0,1610000.0,Prestacions socials segons conveni,,4.0,1.0,0.0,0.0,0.0,708.2
1.0,43200.0,1620000.0,Formació i perfeccionament del personal.,,4.0,1.0,0.0,0.0,0.0,200.0
1.0,43200.0,2020000.0,Lloguers,,4.0,2.0,37525.76,0.0,37525.76,30349.39
1.0,43200.0,2120000.0,Manteniment edificis i altres construccions,,4.0,2.0,500.0,0.0,500.0,21.38
1.0,43200.0,2210000.0,Subministrament energia elèctrica,,4.0,2.0,1000.0,0.0,1000.0,1054.86
1.0,43200.0,2210300.0,Subministrament de combustible,,4.0,2.0,500.0,0.0,500.0,0.0
1.0,43200.0,2220000.0,Comunicacions,,4.0,2.0,650.0,0.0,650.0,762.63
1.0,43200.0,2230000.0,Transports,,4.0,2.0,6500.0,0.0,6500.0,6509.83
1.0,43200.0,2240000.0,Assegurances,,4.0,2.0,200.0,0.0,200.0,185.3
1.0,43200.0,2250000.0,Tributs estatals,,4.0,2.0,1500.0,0.0,1500.0,661.59
1.0,43200.0,2250200.0,Tributs,,4.0,2.0,150.0,0.0,150.0,186.09
1.0,43200.0,2260200.0,Difusió i campanyes de divulgació,,4.0,2.0,8100.0,0.0,8100.0,5449.4
1.0,43200.0,2260600.0,"Reunions, conferències i cursos",,4.0,2.0,3000.0,0.0,3000.0,2213.43
1.0,43200.0,2269900.0,Despeses diverses,,4.0,2.0,3300.0,0.0,3300.0,168.72
1.0,43200.0,2270600.0,Estudis i treballs tècnics,,4.0,2.0,0.0,0.0,0.0,0.0
1.0,43200.0,2300000.0,Dels membres dels òrgans de govern,,4.0,2.0,1000.0,0.0,1000.0,1015.82
1.0,43200.0,2310000.0,DELS MEMBRES DELS ÒRGANS DE GOVERN,,4.0,2.0,500.0,0.0,500.0,497.35
1.0,43200.0,2600000.0,Treballs realitzats per Institucions sense fins de lucre.,,4.0,2.0,24200.0,0.0,24200.0,0.0
1.0,43200.0,4620000.0,Transferències a Ajuntaments.,,4.0,4.0,300000.0,-300000.0,0.0,0.0
1.0,43200.0,4790000.0,Ajuts nominatius empreses privades,,4.0,4.0,174700.0,0.0,174700.0,0.0
1.0,43200.0,4810000.0,Beques i premis,,4.0,4.0,500.0,0.0,500.0,0.0
