#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
1.0,43200.0,1010000.0,Retribucions bàsiques personal de gabinet,,4.0,1.0,46193.4,0.0,46193.4,30900.26
1.0,43200.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,4.0,1.0,10821.64,0.0,10821.64,8437.58
1.0,43200.0,1207001.0,Retribucions bàsiques personal funcionari interí,,4.0,1.0,24956.27,0.0,24956.27,16952.71
1.0,43200.0,1210000.0,Complement destí personal funcionari de carrera,,4.0,1.0,5187.79,0.0,5187.79,4323.2
1.0,43200.0,1210001.0,Complement destí personal funcionari interí,,4.0,1.0,9195.91,0.0,9195.91,6637.08
1.0,43200.0,1210100.0,Complement específic personal funcionari de carrera,,4.0,1.0,6304.3,0.0,6304.3,5097.86
1.0,43200.0,1210101.0,Complement específic personal funcionari interí,,4.0,1.0,14686.12,0.0,14686.12,9276.07
1.0,43200.0,1210300.0,Altres complements personal funcionari de carrera,,4.0,1.0,1584.53,0.0,1584.53,1002.96
1.0,43200.0,1210301.0,Altres complements personal funcionari interí,,4.0,1.0,3759.71,0.0,3759.71,1485.3
1.0,43200.0,1310000.0,Retribucions personal laboral temporal,,4.0,1.0,0.0,0.0,0.0,0.0
1.0,43200.0,1500000.0,Productivitat personal funcionari de  carrera,,4.0,1.0,2077.2,0.0,2077.2,1691.64
1.0,43200.0,1500001.0,Productivitat personal funcionari interí,,4.0,1.0,4608.36,0.0,4608.36,2633.61
1.0,43200.0,1600000.0,Seguretat social,,4.0,1.0,39130.48,0.0,39130.48,28646.38
1.0,43200.0,1610000.0,Prestacions socials segons conveni,,4.0,1.0,0.0,0.0,0.0,680.81
1.0,43200.0,1620200.0,Transport de personal,,4.0,1.0,0.0,0.0,0.0,0.0
1.0,43200.0,2020000.0,Lloguers,,4.0,2.0,15000.0,0.0,15000.0,4867.96
1.0,43200.0,2120000.0,Manteniment edificis i altres construccions,,4.0,2.0,500.0,0.0,500.0,0.0
1.0,43200.0,2210000.0,Subministrament energia elèctrica,,4.0,2.0,500.0,0.0,500.0,747.31
1.0,43200.0,2210300.0,Subministrament de combustible,,4.0,2.0,500.0,0.0,500.0,79.78
1.0,43200.0,2220000.0,Comunicacions,,4.0,2.0,650.0,0.0,650.0,553.57
1.0,43200.0,2230000.0,Transports,,4.0,2.0,4000.0,0.0,4000.0,0.0
1.0,43200.0,2240000.0,Assegurances,,4.0,2.0,200.0,0.0,200.0,181.93
1.0,43200.0,2250000.0,Tributs estatals,,4.0,2.0,0.0,0.0,0.0,0.0
1.0,43200.0,2250200.0,Tributs,,4.0,2.0,150.0,0.0,150.0,50.02
1.0,43200.0,2260200.0,Difusió i campanyes de divulgació,,4.0,2.0,15000.0,0.0,15000.0,0.0
1.0,43200.0,2260600.0,"Reunions, conferències i cursos",,4.0,2.0,0.0,0.0,0.0,0.0
1.0,43200.0,2269900.0,Despeses diverses,,4.0,2.0,3300.0,0.0,3300.0,496.41
1.0,43200.0,2270600.0,Estudis i treballs tècnics,,4.0,2.0,0.0,0.0,0.0,2662.0
1.0,43200.0,2300000.0,Dels membres dels òrgans de govern,,4.0,2.0,0.0,0.0,0.0,187.0
1.0,43200.0,2302000.0,Dietes,,4.0,2.0,2000.0,0.0,2000.0,0.0
1.0,43200.0,2310000.0,Dels membres dels òrgans de govern,,4.0,2.0,0.0,0.0,0.0,72.05
1.0,43200.0,4790000.0,Ajut nominatiu: Telecyl SA,,4.0,4.0,84700.0,0.0,84700.0,0.0
1.0,43200.0,4800000.0,A famílies i institucions sense fins de lucre,,4.0,4.0,0.0,0.0,0.0,84700.0
1.0,43200.0,4810000.0,Beques i premis: Premis Foment del Turisme,,4.0,4.0,5000.0,0.0,5000.0,0.0
1.0,43200.0,4890000.0,Aportació a Fundació foment del Turisme de Menorca,,4.0,4.0,950000.0,0.0,950000.0,713000.0
1.0,43200.0,4890001.0,Ajut nominatiu: Super Series Eventos Deportivos LDA,,4.0,4.0,121000.0,0.0,121000.0,121000.0
1.0,43200.0,4890003.0,Ajut nominatiu: Club Marítimo de Mahón,,4.0,4.0,20000.0,0.0,20000.0,20000.0
1.0,43200.0,6090000.0,Altres inversions noves en infrast. i béns dest a l'ús gral.,1.0,4.0,6.0,0.0,0.0,0.0,0.0
1.0,43200.0,6220000.0,Inversió nova en edificis i altres construccions,1.0,4.0,6.0,0.0,0.0,0.0,0.0
1.0,43200.0,6250000.0,Mobiliari,1.0,4.0,6.0,0.0,0.0,0.0,0.0
1.0,43200.0,6270000.0,Pla sostenibilitat turística: Projecte Menorca Reserva Biosf,1.0,4.0,6.0,2388000.0,0.0,2388000.0,0.0
1.0,43200.0,6320000.0,Inversió de reposició en edificis i altres construccions,1.0,4.0,6.0,0.0,0.0,0.0,0.0
1.0,43200.0,6400000.0,Despeses en inversions de caràcter immaterial,1.0,4.0,6.0,0.0,0.0,0.0,0.0
1.0,43200.0,6410000.0,Despeses en aplicacions informàtiques,1.0,4.0,6.0,0.0,0.0,0.0,0.0
1.0,43200.0,7400000.0,Aportació a Fundació Foment del Turisme de Menorca,,4.0,7.0,3250116.04,0.0,3250116.04,2440116.04
1.0,91200.0,1000000.0,Retribucions d'alts càrrecs,,9.0,1.0,617994.51,0.0,617994.51,423927.21
1.0,91200.0,1010000.0,Retribucions bàsiques personal gabinet,,9.0,1.0,92386.8,0.0,92386.8,65216.08
1.0,91200.0,1100000.0,Retribucions bàsiques i altres del personal eventual,,9.0,1.0,214614.04,0.0,214614.04,133796.8
1.0,91200.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,25121.85,0.0,25121.85,20204.04
1.0,91200.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,9490.99,0.0,9490.99,9039.72
1.0,91200.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,12999.31,0.0,12999.31,9729.71
1.0,91200.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,4861.72,0.0,4861.72,4079.49
1.0,91200.0,1300000.0,Retribucions personal laboral fix,,9.0,1.0,0.0,0.0,0.0,3439.41
1.0,91200.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,0.0,0.0,0.0,660.06
1.0,91200.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,3992.4,0.0,3992.4,2994.3
1.0,91200.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,0.0,0.0,0.0,0.0
1.0,91200.0,1600000.0,Seguretat Social,,9.0,1.0,286938.4,0.0,286938.4,194315.84
1.0,91200.0,1600002.0,Malaltia,,9.0,1.0,0.0,0.0,0.0,305.26
1.0,91200.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,0.0,0.0,0.0,296.5
1.0,91200.0,1620500.0,Assegurances Lot I. Vida i Accidents.,,9.0,1.0,0.0,350.0,350.0,17884.32
1.0,91200.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,,9.0,2.0,1700.0,0.0,1700.0,298.9
1.0,91200.0,2140000.0,Manteniment d'elements de transport,,9.0,2.0,1300.0,0.0,1300.0,211.83
1.0,91200.0,2200000.0,Material d'oficina ordinari,,9.0,2.0,650.0,0.0,650.0,30.0
1.0,91200.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,7000.0,0.0,7000.0,5297.56
1.0,91200.0,2210300.0,Subministrament combustible,,9.0,2.0,1500.0,0.0,1500.0,40.0
1.0,91200.0,2220000.0,Comunicacions,,9.0,2.0,1000.0,0.0,1000.0,781.04
1.0,91200.0,2230000.0,Transports,,9.0,2.0,7500.0,0.0,7500.0,1303.88
1.0,91200.0,2240000.0,Assegurances,,9.0,2.0,1100.0,0.0,1100.0,474.06
1.0,91200.0,2250200.0,Tributs entitats locals,,9.0,2.0,3500.0,0.0,3500.0,1951.55
1.0,91200.0,2260100.0,Despeses de protocol,,9.0,2.0,15000.0,0.0,15000.0,559.09
1.0,91200.0,2260200.0,Difusió i campanyes de divulgació,,9.0,2.0,70000.0,0.0,70000.0,39074.63
1.0,91200.0,2260600.0,"Reunions, conferències i cursos.",,9.0,2.0,0.0,0.0,0.0,0.0
1.0,91200.0,2269900.0,Despeses diverses,,9.0,2.0,5000.0,0.0,5000.0,3132.25
1.0,91200.0,2270600.0,Estudis i treballs tècnics,,9.0,2.0,0.0,0.0,0.0,0.0
1.0,91200.0,2300000.0,Dietes de càrrecs electes dels òrgans de govern,,9.0,2.0,1000.0,0.0,1000.0,1178.19
1.0,91200.0,2300001.0,Dietes membres oposició,,9.0,2.0,1000.0,0.0,1000.0,0.0
1.0,91200.0,2301000.0,Dietes dierectors insulars,,9.0,2.0,1000.0,0.0,1000.0,0.0
1.0,91200.0,2302000.0,Indemnitzacions per raó del servei. Dietes,,9.0,2.0,1500.0,0.0,1500.0,0.0
1.0,91200.0,2310000.0,Indemnització per raó del servei. Quilometratge,,9.0,2.0,3000.0,0.0,3000.0,1053.57
1.0,91200.0,2312000.0,Locomoció del personal no directiu,,9.0,2.0,0.0,0.0,0.0,517.5
1.0,91200.0,4110001.0,CESM,,9.0,4.0,25050.0,0.0,25050.0,11800.0
1.0,91200.0,4110003.0,Institut Menorquí d'Estudis,,9.0,4.0,651000.0,0.0,651000.0,488240.0
1.0,91200.0,4800000.0,Transferències a famílies i institucions sense fins de lucre,,9.0,4.0,0.0,0.0,0.0,640.0
1.0,91200.0,4890000.0,Subvencions a entitats ciutadanes,,9.0,4.0,30000.0,0.0,30000.0,3000.0
1.0,91200.0,4890016.0,Subvencions entitats menorquines,,9.0,4.0,15000.0,2000.0,17000.0,2000.0
1.0,91200.0,4890056.0,Grups polítics,,9.0,4.0,120000.0,0.0,120000.0,93679.59
1.0,91200.0,4890117.0,Aportació a entitats associatives institucionals,,9.0,4.0,28500.0,0.0,28500.0,17758.25
1.0,91200.0,6220000.0,Inversions estatutàries Centre d'interpretació S'Enclusa,,9.0,6.0,6928810.86,0.0,6928810.86,0.0
1.0,91200.0,6230000.0,"Maquinaria, instal·lacions i estris",,9.0,6.0,0.0,0.0,0.0,190.07
1.0,91200.0,6230001.0,Adquisició equips d'imatge i so (comunicació),,9.0,6.0,5000.0,0.0,5000.0,428.89
1.0,91200.0,6400000.0,Dia de les Illes Balears,,9.0,6.0,45000.0,0.0,45000.0,40710.17
1.0,91200.0,7620000.0,Inversions amb ajuntaments.,,9.0,7.0,0.0,0.0,0.0,0.0
1.0,92501.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,9174.59,0.0,9174.59,2191.33
1.0,92501.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,3417.6,0.0,3417.6,947.37
1.0,92501.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,4226.74,0.0,4226.74,1003.75
1.0,92501.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,1289.5,0.0,1289.5,171.11
1.0,92501.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,2077.2,0.0,2077.2,754.46
1.0,92501.0,1600000.0,Seguretat Social,,9.0,1.0,6368.57,0.0,6368.57,2015.16
1.0,92501.0,2269900.0,Despeses diverses,,9.0,2.0,2500.0,0.0,2500.0,0.0
1.0,92910.0,2269900.0,Despeses diverses,1.0,92910.0,2.0,8000.0,0.0,8000.0,0.0
1.0,92910.0,4890014.0,Fons Menorquí de Cooperació,1.0,92910.0,4.0,496000.0,0.0,496000.0,496000.0
1.0,92910.0,4890015.0,Emergències humanitàries i accions diverses,1.0,92910.0,4.0,7000.0,0.0,7000.0,0.0
1.0,92910.0,4890016.0,Fundació Vicenç Ferrer,1.0,92910.0,4.0,3780.0,0.0,3780.0,0.0
2.0,1100.0,3100000.0,Interessos,,0.0,3.0,311.87,0.0,311.87,65.36
2.0,1100.0,3100500.0,Interessos,,0.0,3.0,0.0,0.0,0.0,311.87
2.0,1100.0,3100700.0,Interessos,,0.0,3.0,0.0,0.0,0.0,0.0
2.0,1100.0,3520000.0,Interessos de demora,,0.0,3.0,10000.0,0.0,10000.0,163110.18
2.0,1100.0,3520010.0,Interessos expropiació,,0.0,3.0,120000.0,0.0,120000.0,3859.58
