,,,,,,,,,,
1.0,9120.0,1000000.0,Retribucions alts càrrecs,,9.0,1.0,600447.68,0.00,600447.68,566041.05
1.0,9120.0,1000100.0,Assistència a sessions,,9.0,1.0,21371.88,0.00,21371.88,0.00
1.0,9120.0,1010000.0,Retribucions personal gabinet,,9.0,1.0,99621.48,0.00,99621.48,106737.32
1.0,9120.0,1100000.0,Retribucions administratius personal eventual,,9.0,1.0,222888.48,0.00,222888.48,0.00
1.0,9120.0,1200000.0,Retrib. Bàsiques funcionaris,,9.0,1.0,31971.18,0.00,31971.18,24093.98
1.0,9120.0,1200010.0,Retrib.bàsiq. func.inter.ocupen plaça vacant a la plantilla,,9.0,1.0,0.00,0.00,0.00,166982.37
1.0,9120.0,1210000.0,Retrib. Complementàries funcionaris,,9.0,1.0,40089.01,0.00,40089.01,28498.33
1.0,9120.0,1310000.0,Retrib.Personal laboral eventual,,9.0,1.0,0.00,0.00,0.00,737.73
1.0,9120.0,1310020.0,Retrib.pers.lab.event.executen prog.caràcter temporal,,9.0,1.0,0.00,0.00,0.00,12873.97
1.0,9120.0,1311020.0,Indemnitzacions per fi de contracte,,9.0,1.0,0.00,0.00,0.00,1188.76
1.0,9120.0,1500000.0,Altres retribucions - incentiu productivitat,,9.0,1.0,0.00,0.00,0.00,3513.60
1.0,9120.0,1501020.0,Productivitat Pers.Lab.Event.executenprog.caràcter temporal,,9.0,1.0,0.00,0.00,0.00,1693.20
1.0,9120.0,1510000.0,Gratificacions Funcionaris,,9.0,1.0,0.00,0.00,0.00,2158.29
1.0,9120.0,1620005.0,Assegurances de vida i accidents,,9.0,1.0,0.00,0.00,0.00,0.00
1.0,9120.0,1620509.0,Assegurances de vida i accidents anys anteriors,,9.0,1.0,0.00,0.00,0.00,18809.49
1.0,9120.0,2130000.0,Mant.i Rep. d'Instal. i Maquinària,,9.0,2.0,4432.83,0.00,4432.83,0.00
1.0,9120.0,2140000.0,Manteniment elements de transport,,9.0,2.0,1298.92,0.00,1298.92,0.00
1.0,9120.0,2200000.0,Material d'oficina ordinari,,9.0,2.0,650.55,0.00,650.55,0.00
1.0,9120.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,18000.00,370.14,18370.14,4495.25
1.0,9120.0,2200109.0,Subscripcions i publicacions anys anteriors,,9.0,2.0,0.00,0.00,0.00,370.14
1.0,9120.0,2210300.0,Subministrament combustible,,9.0,2.0,1500.00,0.00,1500.00,127.74
1.0,9120.0,2220000.0,Comunicacions ,,9.0,2.0,3788.52,0.00,3788.52,1847.75
